,date,away,home,time,stadium,address,city,street
244,"Wednesday, April 10, 2024",Los Angeles Dodgers,Minnesota Twins," Minnesota Twins
 (3)",1 Twins Way,"1 Twins Way, Minneapolis, MN 55403","Minneapolis, MN",1 Twins Way
245,"Wednesday, April 10, 2024",Miami Marlins,New York Yankees," Miami Marlins
 (5)",One East 161st Street,"One East 161st Street, Bronx, NY 10451","Bronx, NY",One East 161st Street
246,"Wednesday, April 10, 2024",Chicago Cubs,San Diego Padres," San Diego Padres
 (10)",100 Park Boulevard,"100 Park Boulevard, San Diego, CA 92101","San Diego, CA",100 Park Boulevard
247,"Wednesday, April 10, 2024",Washington Nationals,San Francisco Giants," San Francisco Giants
 (7)",24 Willie Mays Plaza,"24 Willie Mays Plaza, San Francisco, CA 94107","San Francisco, CA",24 Willie Mays Plaza
248,"Wednesday, April 10, 2024",Philadelphia Phillies,St. Louis Cardinals," Philadelphia Phillies
 (4)",700 Clark Street,"700 Clark Street, St. Louis, MO 63102","St. Louis, MO",700 Clark Street
249,"Wednesday, April 10, 2024",Oakland Athletics,Texas Rangers," Texas Rangers
 (6)",734 Stadium Drive,"734 Stadium Drive, Arlington, TX 76011","Arlington, TX",734 Stadium Drive
250,"Wednesday, April 10, 2024",Seattle Mariners,Toronto Blue Jays," Seattle Mariners
 (6)","1 Blue Jays Way, Suite 3200","1 Blue Jays Way, Suite 3200, Toronto, Ontario, Canada M5V1J1","Toronto, Ontario, Canada","1 Blue Jays Way, Suite 3200"
251,"Thursday, April 11, 2024",New York Mets,Atlanta Braves," New York Mets
 (16)",755 Battery Avenue,"755 Battery Avenue, Atlanta, GA 30339","Atlanta, GA",755 Battery Avenue
252,"Thursday, April 11, 2024",Baltimore Orioles,Boston Red Sox," Baltimore Orioles
 (9)",4 Jersey Street,"4 Jersey Street, Boston, MA 02215","Boston, MA",4 Jersey Street
253,"Thursday, April 11, 2024",Houston Astros,Kansas City Royals," Kansas City Royals
 (13)",One Royal Way,"One Royal Way, Kansas City, MO 64129","Kansas City, MO",One Royal Way
254,"Thursday, April 11, 2024",Pittsburgh Pirates,Philadelphia Phillies," Philadelphia Phillies
 (5)",One Citizens Bank Way,"One Citizens Bank Way, Philadelphia, PA 19148","Philadelphia, PA",One Citizens Bank Way
